Titulo,Ano,Duracao,Plataforma,Classificacao Indicativa,IMDb,Rotten Tomatoes,Enredo
Day of the Dead: Bloodline,2018,91 min,Netflix,R,,,"A former medical student battles for survival against an evil human-zombie hybrid determined to destroy her, in this reimagining of the 1985 classic."
Sofía Niño de Rivera: Selección Natural,2018,62 min,Netflix,TV-MA,,,"Mexico's Sofía Niño de Rivera brings her dark humor to the stage with jokes about marriage traps, sexually attractive leopards and funny funerals."
Birdshot,2016,115 min,Netflix,TV-MA,,,"A sheltered farm girl inadvertently shoots an endangered Philippine eagle, setting off a police investigation that exposes violence and corruption."
Paradox,2018,74 min,Netflix,TV-MA,,,Neil Young and his band of outlaws sow seeds of strange mischief and musical wonder under Western skies in this dreamlike film by Daryl Hannah.
Roxanne Roxanne,2018,100 min,Netflix,TV-MA,,,"She grew up in a tough New York neighborhood in the '80s and made history with ""Roxanne's Revenge."" The story of teen battle rap champ Roxanne Shante."
Jag älskar dig: En skilsmässokomedi,2016,91 min,Netflix,TV-MA,,,"Tired of her passionless marriage, Marianne wants a separation from her husband, Gustav, who, in response, decides to make a big change of his own."
The Art of Loving,2017,115 min,Netflix,TV-MA,,,"During Communist rule, a Polish gynecologist and sexologist defies taboo and fights to publish her groundbreaking book on love and sex."
Steel Rain,2018,140 min,Netflix,TV-MA,,,"Amid a coup, a North Korean agent escapes south with the country's injured leader in an attempt to keep him alive and prevent a Korean war."
Ladies First,2018,40 min,Netflix,TV-G,,,"Born amid poverty and limited women's rights in the village of Ratu, India, Deepika Kumari rose to become the No.1 female archer in the world at 18."
Dil Se,1998,166 min,Netflix,TV-14,,,A radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires.
Love Beats Rhymes,2016,106 min,Netflix,R,,,"After enrolling in a college poetry course, a struggling rapper finds inspiration for her new voice through slam poetry."
Schubert In Love,2016,94 min,Netflix,TV-14,,,"The last of his family line, Olaf Schubert doesn't have time for a girlfriend but dutifully searches for one when his father demands offspring."
Trailer Park Boys Live at the North Pole,2014,89 min,Netflix,TV-MA,,,Bubbles's plan to spread the true meaning of Christmas is dashed by Julian's wish to cash in on the holiday and Ricky's quest to meet the real Santa.
Trailer Park Boys Live In F**kin' Dublin,2014,81 min,Netflix,TV-MA,,,The boys head to Ireland after winning a contest to see Rush but are arrested by immigration and must perform a community service puppet show.
Trailer Park Boys: Xmas Special,2004,46 min,Netflix,TV-MA,,,"See what Sunnyvale Trailer Park was like back in the day, featuring Randy as a prostitute, J-Roc before he rapped and Barb and Lahey still together."
Tu Hai Mera Sunday,2016,125 min,Netflix,TV-14,,,"When their Sunday soccer game on the beach is canceled, five friends set out to find another place to play in the noisy, crowded city of Mumbai."
반드시 잡는다,2017,110 min,Netflix,TV-MA,,,"After people in his town start turning up dead, a grumpy landlord is visited by a man who recounts an unsolved serial murder case from 30 years ago."
Derren Brown: The Push,2018,69 min,Netflix,TV-MA,,,Mentalist Derren Brown engineers an audacious social experiment demonstrating how manipulation can lead an ordinary person to commit an appalling act.
FullMetal Alchemist,2017,134 min,Netflix,TV-PG,,,"While alchemist Edward Elric searches for a way to restore his brother Al's body, the military government and mysterious monsters are watching closely."
Love Per Square Foot,2018,133 min,Netflix,TV-14,,,"Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience."
The Ritual,2018,95 min,Netflix,TV-MA,,,"Four friends with a long-standing – but strained – connection take a hiking trip into the Swedish wilderness, from which they may never return."
The Trader (Sovdagari),2018,24 min,Netflix,TV-PG,,,"A traveling trader provides a window into rural life in the Republic of Georgia, where potatoes are currency and ambition is crushed by poverty."
Fred Armisen: Standup For Drummers,2018,65 min,Netflix,TV-PG,,,"For an audience of drummers, comedian Fred Armisen shares and demonstrates his thoughts on musical genres, drummer quirks, regional accents and more."
Kavin Jay: Everybody Calm Down!,2018,53 min,Netflix,TV-MA,,,"On a mission to defy stereotypes, Malaysian stand-up comedian Kavin Jay shares stories about growing up in the VHS era with his Singapore audience."
Mau Nieto: Viviendo sobrio… desde el bar,2018,57 min,Netflix,TV-MA,,,"Performing at a bar, Mexican stand-up comedian Mau Nieto dishes on his modest upbringing, his failed relationships and his attempts to stay sober."
Alibaba Aur 40 Chor,1980,147 min,Netflix,TV-14,,,A simple village man is thrown into a web of political intrigue after he takes on a powerful and ruthless gang of bandits.
The Polka King,2018,94 min,Netflix,TV-14,,,"Determined to make it big in America, Polish-born bandleader Jan Lewan draws his fans into a Ponzi scheme in this comedy based on a true story."
The House Next Door,2017,135 min,Netflix,TV-MA,,,"In this Hindi version of ""Aval,"" a young couple's relationship is shaken to its core when a mysterious and troubled family moves into the neighborhood."
Goon: Last of the Enforcers,2016,102 min,Netflix,R,,,"Injury and family push hockey player Doug Glatt into retirement, but his plans change when his beloved former team appoints his nemesis as captain."
Bibi & Tina: Tohuwabohu Total,2017,106 min,Netflix,TV-14,,,Teen witch Bibi and her pal Tina return to the screen to reconcile a runaway girl with her narrow-minded family and save Falkenstein Castle from chaos.
Trolls Holiday Special,2017,27 min,Netflix,TV-Y7,,,"When Queen Poppy realizes that Bridget and the Bergens don't have any holidays, she hatches a plan for Branch and the Snack Pack to help create one."
The Girl from the Song,2016,101 min,Netflix,TV-MA,,,"When an aspiring musician falls for a carefree college student, he follows her to the Nevada desert to declare his love to her and find himself."
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,94 min,Netflix,TV-MA,,,"Through the lens of his stunningly immersive performance as Andy Kaufman, Jim Carrey ponders the meaning of life, reality, identity and career."
Mea Culpa,2017,54 min,Netflix,TV-MA,,,"Raw and outspoken, comedian Alexis de Anda bares her soul about weddings, exercise, sex, gynecologists, drugs and much more in this stand-up special."
Jerry Seinfeld: Comedian,2002,81 min,Netflix,R,,,Christian Charles's documentary follows established comedian Jerry Seinfeld and up-and-comer Orny Adams as they navigate the stand-up circuit.
Getaway Plan,2016,104 min,Netflix,TV-MA,,,Professional burglar and blowtorch expert Víctor is recruited by the Russian mafia to break into a vault as part of an elaborate bank heist.
Pettersson and Findus 2,2016,82 min,Netflix,TV-G,,,"Christmas is just around the corner, but Pettersson and Findus are worried the snowy weather (and lack of a tree) may keep them from celebrating."
The B-Side: Elsa Dorfman's Portrait Photography,2016,76 min,Netflix,R,,,"Filmmaker Errol Morris probes the life, work and studio of his pal Elsa Dorfman, a Polaroid photographer who's shot luminaries and regular folk alike."
One of Us,2017,95 min,Netflix,TV-14,,,"In the wake of trauma and abuse, three Hasidic Jews face ostracism, anxiety and danger as they attempt to leave their ultra-Orthodox community."
Blessed Benefit,2016,83 min,Netflix,TV-14,,,"After being wrongfully convicted of fraud, an honest man finds that life in prison comes with a measure of freedom that is unavailable outside."
Rodney Carrington: Here Comes the Truth,2017,66 min,Netflix,TV-MA,,,"Raunchy country comic and musician Rodney Carrington jokes and sings about life in his 40s, poking fun at sex, relationships and gaining weight."
For Your Own Good,2017,93 min,Netflix,TV-MA,,,"Three brothers-in-law join forces to secretly drive away their daughters' undesirable boyfriends: anarchist Álex, bad-boy Dani and playboy Ernesto."
Verónica,2017,81 min,Netflix,TV-MA,,,"A reclusive psychologist agrees to treat a patient – whose therapist is missing – at her remote cabin, where the women test each other's boundaries."
The Bad Batch,2016,119 min,Netflix,R,,,"Banished to a wasteland of undesirables, a young woman struggles to find her feet among a drug-soaked desert society and an enclave of cannibals."
Barbie Dolphin Magic,2017,64 min,Netflix,TV-Y,,,"While visiting Ken and exploring a coral reef, Barbie and her sisters make an amazing discovery and meet a mysterious new friend."
Fabrizio Copano: Solo pienso en mi,2017,60 min,Netflix,TV-MA,,,"Fabrizio Copano takes audience participation to the next level in this stand-up set while reflecting on sperm banks, family WhatsApp groups and more."
Carrie Pilby,2016,98 min,Netflix,TV-MA,,,"A socially awkward 19-year-old genius makes big plans to step out of her shell and make a friend, get a job and – maybe – even go on a date."
Mujrim,1989,163 min,Netflix,TV-14,,,"Jailed as a teenager, Shankar has been unable to stay on the right side of the law ever since, despite his wife's pleas and his mother's rejection."
Offline - Das leben ist kein bonuslevel,2016,89 min,Netflix,TV-MA,,,Competitive gamer Jan finds his life thrown for a loop when his bitter rival hacks his identity just before a high-stakes tournament.
The Guardian Brothers,2016,86 min,Netflix,TV-G,,,"When a Chinese family's soup shop is targeted for sabotage by a competitor, two guardians from the spirit world leave retirement to protect them."
Todo Sobre El Asado,2016,86 min,Netflix,TV-MA,,,"This quirky examination of Argentina's culture, customs and cuisine slices into the country's traditional barbecue – which is both meal and ritual."
Buster's Mal Heart,2016,98 min,Netflix,TV-MA,,,"On the run from authorities, a troubled man recalls the mysterious events – and the strange drifter – that inspired his unusual transformation."
Death Note,2017,100 min,Netflix,TV-MA,,,"Light Turner finds a supernatural notebook and uses it to mete out death, attracting the attention of a detective, a demon and a girl in his class."
Chocolate City: Vegas Strip,2017,90 min,Netflix,TV-MA,,,"The exotic dancers from Chocolate City get back together for a trip to Las Vegas and a chance at $500,000 in prize money."
Los Herederos,2015,71 min,Netflix,TV-MA,,,"Spurred by boredom and peer pressure, a group of suburban teens becomes increasingly violent and find their paths intersecting those of their parents."
Baahubali 2: The Conclusion (Hindi Version),2017,165 min,Netflix,TV-MA,,,"To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Hindi conclusion to the historic saga."
Baahubali 2: The Conclusion (Malayalam Version),2017,166 min,Netflix,TV-14,,,"To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Malayalam conclusion to the historic saga."
Baahubali 2: The Conclusion (Tamil Version),2017,166 min,Netflix,TV-MA,,,"To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Tamil conclusion to the historic saga."
