"Titulo","Ano","Escritor"
"Puppy Dog Pals",2017,"Harland Williams"
"I Didn't Do It",2014,"Tod Himmel"
"The Lion Guard",2016,"Ford Riley"
"Pixar Popcorn",2021,"Brad Bird"
"Lab Rats: Elite Force",2016,"Bryan Moore"
"Lab Rats: Elite Force",2016,"Chris Peterson"
"A.N.T. Farm",2011,"Dan Signer"
"Silver Surfer",1998,"Larry Brody"
"Muppets Now",2020,"Matthew Barnette"
"Muppets Now",2020,"Bill Barretta"
"Muppets Now",2020,"Marcos Gabriel"
"Sydney to the Max",2019,"Patrice Asuncion"
"Vampirina",2017,"Chris Nee"
"Earth to Ned",2020,"Dan Gregor"
"Earth to Ned",2020,"Adam Horowitz"
"Earth to Ned",2020,"Sierra Katow"
"Best Friends Whenever",2015,"Jed Elinoff"
"Elena of Avalor",2016,"Craig Gerber"
"Prop Culture",2020,"Jason C. Henry"
"Prop Culture",2020,"Dan Lanigan"
"Fantastic Four: World's Greatest Heroes",2006,"Craig Kyle"
"Fantastic Four: World's Greatest Heroes",2006,"Christopher L. Yost"
"Fish Hooks",2010,"Noah Jones"
"Drain the Oceans",2018,"Marc Tiley"
"The Replacements",2006,"Dan Santat"
"The Replacements",2006,"Devin Bunje"
"Dr. Oakley, Yukon Vet",2014,"Jessie Dinh"
"Dr. Oakley, Yukon Vet",2014,"Faith Gaskins"
"Dr. Oakley, Yukon Vet",2014,"Dana Kemp"
"Ice Road Rescue",2015,"Kufena Coulter"
"Ice Road Rescue",2015,"Mark Murray"
"Ice Road Rescue",2015,"Ragnhild Skaale"
"Super Robot Monkey Team Hyperforce Go!",2004,"Brandon Auman"
"Super Robot Monkey Team Hyperforce Go!",2004,"Kevin Hopps"
"Quack Pack",1996,"Dean Stefan"
"Descendants: Wicked World",2015,"Ben Joseph"
"Descendants: Wicked World",2015,"Julia Miranda"
"Descendants: Wicked World",2015,"Scott Peterson"
"Muppet Babies",2018,"Max Beaudry"
"T.O.T.S.",2019,"Travis Braun"
"Mighty Ducks: The Animated Series",1996,"David Ehrman"
"Mighty Ducks: The Animated Series",1996,"Marty Isenberg"
"Mighty Ducks: The Animated Series",1996,"Gordon Kent"
"Star Wars: Ewoks",1985,"Bob Carrau"
"101 Dalmatians: The Series",1997,"Anne Baumgarten"
"Marvel's Hero Project",2019,"Lisa White"
"Iron Man",1994,"Stan Lee"
"Iron Man",1994,"Ron Friedman"
"Marvel Rising: Initiation",2018,"Mairghread Scott"
"My Friends Tigger & Pooh",2007,"Eileen Cabiling"
"Bizaardvark",2016,"Josh Lehrman"
"Bizaardvark",2016,"Kyle Stegina"
"The Mickey Mouse Club",1955,"Lillie Hayward"
"The Mickey Mouse Club",1955,"Janette Sebring Lowrey"
"Out of the Box",1998,"Douglas Love"
"Out of the Box",1998,"Ronnie Krauss"
"Higglytown Heroes",2004,"Denis Morella"
"Higglytown Heroes",2004,"George Evelyn"
"Bonkers",1993,"Tommasso Scilipesci"
"Bonkers",1993,"John Behnke"
"Crash & Bernstein",2012,"Eric Friedman"
"Lego Star Wars: The Freemaker Adventures",2016,"Bill Motz"
"Pick of the Litter",2019,"Dana Nachman"
"Lost Cities with Albert Lin",2019,"Matthew Thompson"
"Mickey and the Roadster Racers",2017,"Dave Bennett"
"Mickey and the Roadster Racers",2017,"Craig Carlisle"
"Star Wars: Forces of Destiny",2017,"Nicole Dubuc"
"Star Wars: Forces of Destiny",2017,"Jennifer Muro"
"Evermoor",2014,"Tim Compton"
"Adventures in Wonderland",1992,"Daryl Busby"
"Adventures in Wonderland",1992,"Tom J. Astle"
"Adventures in Wonderland",1992,"Susan Amerikaner"
"The Super Hero Squad Show",2009,"Stan Berkowitz"
"The Super Hero Squad Show",2009,"Nicole Dubuc"
"Great Migrations",2010,"Jennifer Ackerman"
"Great Migrations",2010,"James Byrne"
"Great Migrations",2010,"Eleanor Grant"
"Origins: The Journey of Humankind",2017,"Tracy Ann Baines"
"Origins: The Journey of Humankind",2017,"Stuart Chait"
"Origins: The Journey of Humankind",2017,"Trevor De Silva"
"The Lodge",2016,"Robert Evans"
"The Lodge",2016,"Kirstie Falkous"
"Minnie's Bow-Toons",2011,"Robin Kingsland"
"Minnie's Bow-Toons",2011,"Noelle Wright"
"Minnie's Bow-Toons",2011,"Kim Duran"
"The Book of Pooh",2001,"Andy Yerkes"
"The Book of Pooh",2001,"Mitchell Kriegman"
"The Avengers: United They Stand",1999,"Eric Lewald"
"The Avengers: United They Stand",1999,"Michael Edens"
"The Avengers: United They Stand",1999,"John Loy"
"Mira, Royal Detective",2020,"Becca Topol"
"Legend of the Three Caballeros",2018,"Matt Danner"
"Legend of the Three Caballeros",2018,"Anne Girard"
"The Greeks",2016,"Chad Cohen"
"The Greeks",2016,"Chris Dye"
"101 Dalmatian Street",2019,"Jess Kedward"
"101 Dalmatian Street",2019,"Suzanne Lang"
"Spider-Woman",1979,"Stan Lee"
"Spider-Woman",1979,"Jeffrey Scott"
"Disney's Doug",1996,"Jim Jinkins"
"Disney's Doug",1996,"Matt Steinglass"
"Disney's Doug",1996,"Ken Scarborough"
"Year Million",2017,"Chris Connolly"
"Year Million",2017,"Jenny Connell Davis"
"Year Million",2017,"Wendy Greene"
"Fancy Nancy",2018,"Andrew Guerdat"
"America's National Parks",2015,"Uwe Anders"
"America's National Parks",2015,"Adrienne Ciuffo"
"America's National Parks",2015,"Oliver Goetzl"
"Lego Frozen Northern Lights",2016,"Mark Hoffmeier"
"Dino Ranch",2021,"Caitlin Langelier"
"Dino Ranch",2021,"Tom Berger"
"Dino Ranch",2021,"Naomi Jardine"
"Disney's Fairy Tale Weddings",2017,"Jenny Daly"
"Disney's Fairy Tale Weddings",2017,"Simon Lythgoe"
"Disney's Fairy Tale Weddings",2017,"Ann Lewis Roberts"
"Teacher's Pet",2000,"Gary Baseman"
"Teacher's Pet",2000,"Bill Steinkellner"
"Henry Hugglemonster",2013,"Robert Vargas"
"The Rocketeer",2019,"Nicole Dubuc"
"Fast Layne",2019,"Travis Braun"
"Fast Layne",2019,"Tom Burkhard"
"Weird But True!",2016,"Charlie Engelman"
"Weird But True!",2016,"Michael Foulke"
"Marvel Super Hero Adventures",2017,"Ron Burch"
"Marvel Super Hero Adventures",2017,"David Kidd"
"Wild Yellowstone",2015,"Andy Mitchell"
"Marvel Video Comics",2016,"Kevin Burke"
"Marvel Video Comics",2016,"Chris Wyatt"
"Marvel Video Comics",2016,"Robbie Thompson"
"Kirby Buckets",2014,"Mike Alber"
"Becoming",2020,"Omar Naim"
"Kingdom of the White Wolf",2019,"Tony Gerber"
"Kingdom of the White Wolf",2019,"Neil Shea"
"Mickey Mouse Funhouse",2021,"Mark Drop"
"Walk the Prank",2016,"Trevor Moore"
"X-Ray Earth",2020,"Gary Parker"
"Unlikely Animal Friends",2012,"Stevi Calandra"
"Unlikely Animal Friends",2012,"Jen Ciraldo"
"Unlikely Animal Friends",2012,"Ali Cotrell"
"Wild Sri Lanka",2015,"Beth Jones"
"Wild Sri Lanka",2015,"Joe Loncraine"
"LEGO Star Wars: The Resistance Rises",2016,"George Lucas"
"Marvel Battleworld: Mystery of the Thanostones",2020,"Mark Hoffmeier"
"Chip 'n Dale's Nutty Tales",2017,"Robert C. Ramirez"
"Wild Cats of India",2020,"Priya Singh"
"Billy Dilley's Super-Duper Subterranean Summer",2017,"Clay Morrow"
"Mickey Go Local",2019,"Ervin Han"
"Mickey Go Local",2019,"Carlene Tan"
"Wild Nordic",2019,"Brian Armstrong"
"Howie Mandel's Animals Doing Things",2018,"Tony Sandrew"
"Spaced Out",2019,"Simon Fox"
"Spaced Out",2019,"Ally Lockhart"
"Lost Treasures of Egypt",2019,"Paul Olding"
"What Sam Sees",2018,"Aneka Hylton-Donelson"
"Blood & Water",2021,"Nosipho Dumisa"
"Blood & Water",2021,"Chinaka Iwunze"
"Blood & Water",2021,"Daryne Joshua"
"Ganglands",2021,"Hamid Hlioua"
"Ganglands",2021,"Julien Leclercq"
"Midnight Mass",2021,"Mike Flanagan"
"Bangkok Breaking",2021,"Clayton Fitts"
"Bangkok Breaking",2021,"Rehan Malik"
"Bangkok Breaking",2021,"Richie Moore"
"Jaguar",2021,"Ramón Campos"
"Jaguar",2021,"Moisés Gómez Ramos"
"Monsters Inside: The 24 Faces of Billy Milligan",2021,"Brice Lambert"
"Monsters Inside: The 24 Faces of Billy Milligan",2021,"Olivier Megaton"
"Chicago Party Aunt",2021,"Jon Barinholtz"
"Chicago Party Aunt",2021,"Mike Kosinski"
"Sex Education",2020,"Laurie Nunn"
"Sex Education",2020,"Sophie Goodhart"
"Squid Game",2021,"Hwang Dong-hyuk"
"He-Man and the Masters of the Universe",2021,"Robert David"
"He-Man and the Masters of the Universe",2021,"Bryan Q. Miller"
"The Smart Money Woman",2020,"Jola Ayeye"
"The Smart Money Woman",2020,"Pearl Osibu"
"The Smart Money Woman",2020,"Arese Ugwu"
"Raja Rasoi Aur Anya Kahaniyan",2014,"Raghav Khanna"
"Stories by Rabindranath Tagore",2015,"Adhir Bhat"
"Stories by Rabindranath Tagore",2015,"Samrat Chakraborty"
"Yowamushi Pedal",2013,"Wataru Watanabe"
"Yowamushi Pedal",2013,"Kurasumi Sunayama"
"Into the Night",2021,"Jason George"
"Into the Night",2021,"Jacek Dukaj"
"Octonauts: Above & Beyond",2021,"Max Beaudry"
"Octonauts: Above & Beyond",2021,"Kevin Burke"
"On the Verge",2021,"Julie Delpy"
"Dive Club",2021,"Georgia Harrison"
"Dive Club",2021,"Steve Jaggi"
"Dive Club",2021,"Claire J. Harris"
"Money Heist: From Tokyo to Berlin",2021,"Luis Alfaro"
"Money Heist: From Tokyo to Berlin",2021,"Javier Gómez Santander"
"Money Heist: From Tokyo to Berlin",2021,"María Signes"
"Sharkdog",2021,"Andy Potter"
"Sharkdog",2021,"Jacinth Tan"
"Sharkdog",2021,"Ed Valentine"
"Hotel Del Luna",2019,"Jeong-eun Hong"
"Hotel Del Luna",2019,"Mi-ran Hong"
"Q-Force",2021,"Liza Dye"
"Q-Force",2021,"Chloe Keenan"
"Kid-E-Cats",2016,"Jeffrey Hylton"
"Kid-E-Cats",2016,"Andrey Sikorsky"
"Kid-E-Cats",2016,"Dmitriy Vysotskiy"
"Hometown Cha-Cha-Cha",2021,"Shin Ha-Eun"
"D.P.",2021,"Jun-hee Han"
"I Heart Arlo",2021,"Ryan Crego"
"I Heart Arlo",2021,"Colleen McAllister"
"Clickbait",2021,"Tony Ayres"
"Clickbait",2021,"Christian White"
"Open Your Eyes",2021,"Kasper Bajon"
"Open Your Eyes",2021,"Igor Brejdygant"
"Post Mortem: No One Dies in Skarnes",2021,"Petter Holmsen"
"Post Mortem: No One Dies in Skarnes",2021,"Sofia Lersol Lund"
"Post Mortem: No One Dies in Skarnes",2021,"Øyvind Rune Stålen"
"Comedy Premium League",2021,"Shreeja Chaturvedi"
"Comedy Premium League",2021,"Rohan Desai"
"Comedy Premium League",2021,"Siddharth Dudeja"
"Everything Will Be Fine",2021,"Augusto Mendoza"
"Everything Will Be Fine",2021,"Lucero Sánchez Novaro"
"Everything Will Be Fine",2021,"Jimena Montemayor"
"The Chair",2021,"Jennifer Kim"
"The Chair",2021,"Amanda Peet"
"Go! Go! Cory Carson",2021,"Citlalli Anderson"
"Go! Go! Cory Carson",2021,"Erik Benson"
"The Defeated",2020,"Måns Mårlind"
"Brand New Cherry Flavor",2021,"Nick Antosca"
"Gone for Good",2021,"Harlan Coben"
"Gone for Good",2021,"David Elkaïm"
"The Kingdom",2021,"Claudia Piñeiro"
"The Kingdom",2021,"Marcelo Piñeyro"
"Valeria",2021,"Elísabet Benavent"
"Valeria",2021,"María López Castaño"
"AlRawabi School for Girls",2021,"Islam Alshomali"
"AlRawabi School for Girls",2021,"Shirin Kamal"
"The Crowned Clown",2019,"Shin Ha-Eun"
"The Crowned Clown",2019,"Kim Sun-Deok"
"Hit & Run",2021,"Avi Issacharoff"
"Navarasa",2021,"Madhan Karky"
"Navarasa",2021,"Mani Ratnam"
"Control Z",2021,"Miguel García Moreno"
"Control Z",2021,"Adriana Pelusi"
"Top Secret UFO Projects: Declassified",2021,"Jan Stehlik"
"Top Secret UFO Projects: Declassified",2021,"Petr Vachler"
"Outer Banks",2021,"Shannon Burke"
"Mighty Express",2021,"Scott Gray"
"Mighty Express",2021,"Peter Hunziker"
"Johnny Test",2021,"Scott Fellows"
"Johnny Test",2021,"Nathan Knetchel"
"Never Have I Ever",2021,"Lang Fisher"
"Never Have I Ever",2021,"Mindy Kaling"
"Biohackers",2021,"Christian Ditter"
"The Cook of Castamar",2021,"Fernando J. Múñez"
"The Cook of Castamar",2021,"Tatiana Rodríguez"
"Between",2016,"Michael McGowan"
"Chelsea",2017,"Gil Cunha"
"Chelsea",2017,"Adam De La Peña"
"Chelsea",2017,"Brandy Finmark"
"Colony",2018,"Catherine Bonny"
"Derry Girls",2019,"Lisa McGee"
"Good Morning Call",2017,"Martin Genovski"
"Kim's Convenience",2021,"Zak Waters"
"Puffin Rock",2016,"Lily Bernard"
"Puffin Rock",2016,"Tomm Moore"
"Puffin Rock",2016,"Paul Young"
"Some Assembly Required",2015,"Cole Bastedo"
"Some Assembly Required",2015,"Nadiya Chettiar"
"Undercover",2020,"Lars Damoiseaux"
"Undercover",2020,"Sachint Goel"
"Undercover",2020,"Shane Gotcher"
"YooHoo to the Rescue",2020,"Jimin Ahn"
"YooHoo to the Rescue",2020,"Hye-Jung Jang"
"StarBeam",2021,"Loris Kramer Lunsford"
"StarBeam",2021,"Jason Netter"
"StarBeam",2021,"Noelle Wright"
"Nevertheless,",2021,"Jung Seo"
"Nevertheless,",2021,"Jung Won"
"Locked Up",2020,"Pradeep Deva Kumar"
"Pose",2019,"Steven Canals"
"Pose",2019,"Brad Falchuk"
"They've Gotta Have Us",2018,"Simon Frederick"
"Why Are You Like This",2021,"Jas Isaksson"
"Hospital Playlist",2021,"Woo-jung Lee"
"Let's Eat",2021,"Dixon Wong"
"Millennials",2020,"Oren Williams"
"Rhyme Time Town",2021,"Dan Berlinka"
"Rhyme Time Town",2021,"Andrew Emerson"
"Guru Aur Bhole",2018,"Yogesh Mehra"
"Feel Good",2021,"Joe Hampson"
"Feel Good",2021,"Mae Martin"
"Summertime",2021,"Enrico Audenino"
"Happy Endings",2012,"David Caspe"
"Happy Endings",2012,"Jackie Clarke"
"The Adventures of Sonic the Hedgehog",1993,"Kent Butterworth"
"The Adventures of Sonic the Hedgehog",1993,"Kevin Donahue"
"The Adventures of Sonic the Hedgehog",1993,"Phil Harnage"
"The Platform",2021,"Hozan Akko"
"The Least Expected Day: Inside the Movistar Team 2019",2021,"Marc Pons"
"Black Space",2021,"Anat Gafni"
"Black Space",2021,"Sahar Shavit"
"Ragnarok",2021,"Emilie Lebech Kaae"
"The Neighbor",2021,"Michael Ringdal"
"Mine",2021,"Baek Mi-kyeong"
"Jupiter's Legacy",2021,"Julia Cooperman"
"Jupiter's Legacy",2021,"Steven S. DeKnight"
"Sab Jholmaal Hai",2017,"Rajat Vyaas"
"Sab Jholmaal Hai",2017,"Rahul Kumar"
"Trash Truck",2021,"Max Keane"
"The Unremarkable Juanquini",2021,"Dago García"
"PJ Masks",2019,"Mahaliyah Ayla O"
"Power Players",2020,"Julia Edelman"
"Power Players",2020,"Tanner Marchisello"
"Power Players",2020,"Sean Aitchison"
"Glimpses of a Future",2020,"Sara Abdo"
"Glimpses of a Future",2020,"Cynthia Dariane"
"Glimpses of a Future",2020,"Raja Farah"
"Secrets of Great British Castles",2016,"Dan Jones"
"Alien TV",2021,"Jennifer Daley"
"Alien TV",2021,"Simon Dodd"
"Alien TV",2021,"Kyle Dooley"
"My Way",2015,"Qing Wang"
"The Sinner",2020,"Heather Perluzzo"
"Power Rangers Ninja Steel",2018,"Becca Barnes"
"Power Rangers Ninja Steel",2018,"Alwyn Dale"
"The Idhun Chronicles",2021,"Andrés Carrión"
"The Idhun Chronicles",2021,"Laura Gallego"
"QB1: Beyond the Lights",2019,"Todd Baur"
"Running Man",2020,"Johnny Cooke"
"A Love So Beautiful",2020,"Choi Yoo-Jung"
"A Love So Beautiful",2020,"Jang Yoo-Yeon"
"Timmy Time",2010,"Jackie Cockle"
"Timmy Time",2010,"Dave Osmand"
"Diamond City",2019,"Abina Ayivor"
"Diamond City",2019,"Linda Bere"
"Diamond City",2019,"Nonzi Bogatsu"
"Home for Christmas",2020,"Kristian Andersen"
"Home for Christmas",2020,"Miriam Larsen"
"Morphle",2020,"Merel Hamers"
"Schulz Saves America",2020,"Mark Gagnon"
"Schulz Saves America",2020,"Efe Ilguy"
"Schulz Saves America",2020,"Andrew Schulz"
"Anitta: Made In Honório",2020,"Samuel Stewart Hunter"
"Marvel Anime: Wolverine",2011,"Rob Blatt"
"Marvel Anime: Wolverine",2011,"Chris Claremont"
"Marvel Anime: Wolverine",2011,"Warren Ellis"
"Marvel Anime: X-Men",2011,"Warren Ellis"
"Marvel Anime: X-Men",2011,"Mitsutaka Hirota"
"Marvel Anime: X-Men",2011,"Jack Kirby"
"Pup Academy",2020,"Piers Rae"
"Pup Academy",2020,"Heidi Foss"
"Mr. Iglesias",2020,"Kevin Hench"
"Mr. Iglesias",2020,"Chris Garcia"
"Heart & Soul",2019,"Obi Emelonye"
"America's Next Top Model",2013,"Trinity Wright"
"Survivor",2014,"Philip Shelby"
"A Queen Is Born",2020,"Gustavo Mello"
"A Queen Is Born",2020,"Mari Nunes"
"LEGO Ninjago",2020,"Bragi F. Schut"
"Voice",2018,"Jin-won Ma"
"The Last Kids on Earth",2020,"Joshua Pruett"
"The Last Kids on Earth",2020,"Jennifer Muro"
"Power Rangers Beast Morphers",2020,"Becca Barnes"
"H2O: Just Add Water",2009,"Hart Bochner"
"Food Wars!: Shokugeki no Soma",2016,"Shinichi Inotsume"
"Food Wars!: Shokugeki no Soma",2016,"Shun Kawanabe"
"Food Wars!: Shokugeki no Soma",2016,"Yûto Tsukuda"
"You Cannot Hide",2020,"José Luis Acosta"
"You Cannot Hide",2020,"José Camacho"
"You Cannot Hide",2020,"Fran Carballal"
"The Good Place",2020,"Jason Eng"
"Mighty Little Bheem",2020,"Bhargav Chatterjee"
"Fukrey Boyzzz",2020,"Sheershak Anand"
"Fukrey Boyzzz",2020,"Sameer Anavkar"
"Fukrey Boyzzz",2020,"Rohit Gahlowt"
"Dragon's Dogma",2020,"Kurasumi Sunayama"
"Criminal: UK",2020,"Jim Field Smith"
"Criminal: UK",2020,"George Kay"
"Call the Midwife",2020,"Nick Hornby"
"Taco Chronicles",2020,"Santiago Maza"
"Taco Chronicles",2020,"Arcadi Palerm"
"Family Business",2020,"Jonathan Cohen"
"Family Business",2020,"Shane Gotcher"
"Family Business",2020,"Igor Gotesman"
"Cleverman",2017,"Ryan Griffen"
"Spirit Riding Free: Riding Academy",2020,"Nicole Belisle"
"Spirit Riding Free: Riding Academy",2020,"John Fusco"
"Bookmarks",2020,"Fracaswell Hyman"
"Erased",2016,"Taku Kishimoto"
"Erased",2016,"Kei Sambe"
"H",2002,"Jong-Hyuk Lee"
"Aggretsuko",2020,"Drake Dragsaw"
"Trinkets",2020,"Amy Andelson"
"Stranger",2020,"Dmitriy Tomashpolskiy"
"Rita",2020,"Christian Torpe"
"The Legend of Korra",2014,"Tim Hedrick"
"High Seas",2020,"Ramón Campos"
"Nagi-Asu: A Lull in the Sea",2014,"Chris Cason"
"Nagi-Asu: A Lull in the Sea",2014,"Caitlin Glass"
"Nagi-Asu: A Lull in the Sea",2014,"Wendee Lee"
"The Umbrella Academy",2020,"Steve Blackman"
"The Umbrella Academy",2020,"Gerard Way"
"Street Food: Latin America",2020,"David Gelb"
"Street Food: Latin America",2020,"Brian McGinn"
"Sunny Bunnies",2016,"Sergey Gashnikov"
"Sunny Bunnies",2016,"Andrew Ledenev"
"Sunny Bunnies",2016,"Andrew Tolkachev"
"The Epic Tales of Captain Underpants in Space",2020,"Mark Banker"
"The Epic Tales of Captain Underpants in Space",2020,"Daniel Dominguez"
"Was It Love?",2020,"Lee Seung-Jin"
"A Touch of Green",2016,"Shih-Ming Huang"
"A Touch of Green",2016,"Hsien-Yung Pai"
"Trotro",2004,"Mathilde Maraninchi"
"Trotro",2004,"Antonin Poirée"
"Trotro",2004,"Marie-Luz Drouet"
"Roswell, New Mexico",2020,"Melinda Metz"
"Roswell, New Mexico",2020,"Carina Adly MacKenzie"
"The Politician",2020,"Ian Brennan"
"The Politician",2020,"Brad Falchuk"
"The Order",2020,"Dennis Heaton"
"The Order",2020,"Gorrman Lee"
"Dating Around",2020,"Chris Culvenor"
"Frank Elstner: Just One Last Question",2020,"Frank Elstner"
"Alone",2019,"Mattias Olsson"
"Cardcaptor Sakura",1999,"Clamp"
"Cardcaptor Sakura",1999,"Hiroshi Ishii"
"Cardcaptor Sakura",1999,"Jiro Kaneko"
"Dynasty",2019,"Jeremith Rainces"
"Trailer Park Boys: The Animated Series",2020,"Norm Hiscock"
"Trailer Park Boys: The Animated Series",2020,"Michael Rowe"
"Trailer Park Boys: The Animated Series",2020,"Mike Smith"
"Patton Oswalt: I Love Everything",2020,"Patton Oswalt"
"Parasyte: The Maxim",2014,"Hitoshi Iwaaki"
"Parasyte: The Maxim",2014,"Shôji Yonemura"
"Parasyte: The Maxim",2014,"Shinzô Fujita"
"Dead to Me",2020,"Liz Feldman"
"The Hollow",2020,"Agatha Christie"
"After Life",2020,"Ricky Gervais"
"Bleach",2006,"Alon Benari"
"El Dragón: Return of a Warrior",2020,"Carlos Algara"
"El Dragón: Return of a Warrior",2020,"Esther Feldman"
"El Dragón: Return of a Warrior",2020,"Sandra Finkelstain"
"Hi Score Girl",2019,"Tatsuhiko Urahata"
"El Reemplazante",2013,"Hernan Rodriguez Matte"
"El Reemplazante",2013,"Pancho Castillo"
"Legacies",2019,"Julie Plec"
"Legacies",2019,"L.J. Smith"
"Community",2015,"Diana McLaren"
"Ladies Up",2019,"Supriya Joshi"
"Ladies Up",2019,"Niveditha Prakasam"
"Ladies Up",2019,"Prashasti Singh"
"Archibald's Next Big Thing",2020,"Drew Champion"
"Dino Girl Gauko",2020,"Akira Shigino"
"Dino Girl Gauko",2020,"Hikaru Kurozumi"
"Kingdom",2020,"Eun-hee Kim"
"The Valhalla Murders",2020,"Ottar Nordfjord"
"On the Real",2017,"Tamara Aihie"
"Love Is Blind",2021,"Wanly Florexile"
"Dragons: Rescue Riders",2020,"Steven Altiere"
"Dragons: Rescue Riders",2020,"Laura Bowes"
"Team Kaylie",2020,"Pang-Ni Landrum"
"Team Kaylie",2020,"Aaron Vaccaro"
"The Ollie & Moon Show",2018,"Caroline Simpson"
"The Ollie & Moon Show",2018,"Barro Sylvie"
"The InBESTigators",2020,"Robyn Butler"
"The InBESTigators",2020,"Wayne Hope"
"Thieves of the Wood",2019,"Louis Paul Boon"
"Thieves of the Wood",2019,"Christophe Dirickx"
"Thieves of the Wood",2019,"Benjamin Sprengers"
"Save Me",2017,"Lennie James"
"Save Me",2017,"Daniel Fajemisin-Duncan"
"The Bride of Habaek",2017,"Yoon-Jung Jung"
"The Bride of Habaek",2017,"Mi-Kyung Yoon"
"Robot Trains",2018,"Cesia Cano"
"Robot Trains",2018,"Justin Marchert"
"The Degenerates",2019,"Nikki Glaser"
"The Degenerates",2019,"Patricia Williams"
"You",2019,"Sera Gamble"
"Lost in Space",2019,"Matt Sazama"
"Lost in Space",2019,"Burk Sharpless"
"Ultraviolet",2019,"James Seed"
"The Last O.G.",2019,"John Carcieri"
"The Last O.G.",2019,"Jordan Peele"
"Chip and Potato",2019,"Catherine Williams"
"Chip and Potato",2019,"Denise Cassar"
"Mythomaniac",2019,"Anne Berest"
"The Dragon Prince",2019,"Aaron Ehasz"
"The Dragon Prince",2019,"Justin Richmond"
"Trolls: The Beat Goes On!",2019,"John D'Arco"
"K-On!",2010,"Jukki Hanada"
"K-On!",2010,"Kakifly"
"K-On!",2010,"Katsuhiko Muramoto"
"Llama Llama",2019,"Noelle Wright"
"The Yard",2019,"Özge Aras"
"The Yard",2019,"Seda Çakir Avunduk"
"The Yard",2019,"Tufan Bora"
"Little Things",2019,"Zane Shaw"
"Wild District",2019,"Cristian Conti"
"Wild District",2019,"Mauricio Leiva-Cock"
"Sam & Cat",2014,"Dan Schneider"
"Mobile Suit Gundam: Iron-Blooded Orphans",2016,"Yoshiyuki Tomino"
"Mobile Suit Gundam: Iron-Blooded Orphans",2016,"Hajime Yatate"
"Tunnel",2019,"Ratih Kumala"
"Tunnel",2019,"Nonny Boenawan"
"Tunnel",2019,"Kanya Priyanti"
"Monzón: A Knockout Blow",2018,"Leandro Custo"
"Monzón: A Knockout Blow",2018,"Gabriela Larralde"
"Monzón: A Knockout Blow",2018,"Gabriel Nicoli"
"Toon",2017,"Beer ten Kate"
"Toon",2017,"Dirk van Pelt"
"Chosen",2019,"Michael Goitanich"
